Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S18481,21,Female,Giza,Science,18,55.04,11.05,74.01,Low,41.27,Low engagement and below-average academic performance
S18482,15,Female,Cairo,Math,19,42.5,9.71,78.41,Low,36.54,Low engagement and below-average academic performance
S18484,21,Female,Alexandria,English,12,71.02,4.56,61.14,Low,42.96,Low engagement and below-average academic performance
S18486,15,Female,Alexandria,Arabic,15,43.79,9.81,74.43,Low,33.46,Low engagement and below-average academic performance
S18489,17,Male,Assiut,Math,9,61.27,5.06,74.18,Low,35.82,Low engagement and below-average academic performance
S18495,18,Male,Mansoura,Arabic,12,41.8,11.19,64.06,Low,29.81,Low engagement and below-average academic performance
S18497,19,Female,Mansoura,Science,18,44.54,11.74,51.99,Low,36.54,Low engagement and below-average academic performance
S18502,17,Female,Cairo,Computer Science,15,52.76,3.88,80.46,Low,37.49,Low engagement and below-average academic performance
S18505,17,Male,Alexandria,Science,15,68.34,13.72,80.48,Low,44.5,Low engagement and below-average academic performance
S18506,20,Male,Cairo,Math,10,36.83,4.26,73.73,Low,25.74,Low engagement and below-average academic performance
S18513,15,Female,Cairo,Science,15,64.41,7.31,73.41,Low,42.73,Low engagement and below-average academic performance
S18515,15,Female,Mansoura,Science,12,74.95,7.03,76.8,Low,44.73,Low engagement and below-average academic performance
S18523,16,Female,Cairo,Computer Science,16,39.48,5.37,70.58,Low,32.43,Low engagement and below-average academic performance
S18524,21,Female,Mansoura,English,20,53.4,7.83,73.44,Low,42.36,Low engagement and below-average academic performance
S18525,18,Male,Mansoura,Science,10,49.19,8.01,71.63,Low,31.3,Low engagement and below-average academic performance
S18526,22,Male,Mansoura,Arabic,17,48.4,6.22,73.39,Low,37.36,Low engagement and below-average academic performance
S18527,19,Female,Alexandria,Science,26,33.25,7.32,66.51,Low,38.8,Low engagement and below-average academic performance
S18529,21,Female,Giza,Computer Science,17,22.08,12.39,56.78,Low,25.52,Low engagement and below-average academic performance
S18530,18,Female,Mansoura,English,22,52.75,8.93,77.79,Low,43.9,Low engagement and below-average academic performance
S18535,21,Male,Cairo,Science,20,42.32,1.63,79.22,Low,37.38,Low engagement and below-average academic performance
S18536,22,Male,Aswan,Computer Science,12,71.45,6.09,75.91,Low,43.15,Low engagement and below-average academic performance
S18539,15,Female,Mansoura,Math,17,39.53,5.62,72.26,Low,33.37,Low engagement and below-average academic performance
S18541,22,Female,Cairo,Arabic,15,34.72,8.47,58.13,Low,29.37,Low engagement and below-average academic performance
S18542,21,Female,Alexandria,Computer Science,10,68.89,13.61,76.52,Low,40.17,Low engagement and below-average academic performance
S18544,22,Male,Giza,Math,19,59.0,8.28,78.62,Low,43.97,Low engagement and below-average academic performance
S18547,21,Female,Giza,Computer Science,11,46.28,6.62,59.79,Low,30.91,Low engagement and below-average academic performance
S18549,17,Male,Assiut,Arabic,10,47.96,4.6,55.42,Low,30.75,Low engagement and below-average academic performance
S18558,18,Female,Aswan,Science,10,55.67,5.0,65.22,Low,34.22,Low engagement and below-average academic performance
S18563,16,Female,Mansoura,Science,21,52.91,11.24,74.46,Low,43.06,Low engagement and below-average academic performance
S18564,17,Male,Mansoura,English,22,46.7,7.35,76.41,Low,41.18,Low engagement and below-average academic performance
S18565,22,Female,Giza,Computer Science,23,39.89,7.07,61.67,Low,39.03,Low engagement and below-average academic performance
S18566,17,Female,Giza,Math,18,56.97,6.75,44.79,Low,42.14,Low engagement and below-average academic performance
S18567,21,Female,Alexandria,Arabic,19,51.73,11.13,80.06,Low,40.7,Low engagement and below-average academic performance
S18568,20,Female,Mansoura,Science,10,61.24,10.05,65.41,Low,36.72,Low engagement and below-average academic performance
S18569,22,Female,Assiut,Computer Science,16,40.23,7.34,76.29,Low,32.77,Low engagement and below-average academic performance
S18575,16,Female,Mansoura,English,16,42.34,10.16,61.96,Low,33.72,Low engagement and below-average academic performance
S18576,20,Male,Aswan,Computer Science,15,35.42,11.9,57.86,Low,29.69,Low engagement and below-average academic performance
S18578,16,Female,Assiut,Science,14,65.57,8.69,76.23,Low,42.34,Low engagement and below-average academic performance
S18582,18,Female,Alexandria,Arabic,15,59.92,7.85,74.2,Low,40.71,Low engagement and below-average academic performance
S18584,15,Male,Giza,Science,16,57.62,5.31,73.77,Low,40.6,Low engagement and below-average academic performance
S18585,20,Male,Alexandria,Computer Science,22,50.18,9.7,65.77,Low,42.75,Low engagement and below-average academic performance
S18591,20,Male,Alexandria,Math,7,61.29,8.56,71.68,Low,34.0,Low engagement and below-average academic performance
S18603,18,Male,Cairo,Arabic,16,59.84,8.89,79.26,Low,41.59,Low engagement and below-average academic performance
S18604,15,Female,Mansoura,Math,25,34.04,8.03,64.57,Low,38.23,Low engagement and below-average academic performance
S18605,19,Female,Assiut,Arabic,13,60.37,8.0,72.04,Low,39.08,Low engagement and below-average academic performance
S18608,16,Male,Giza,Science,16,54.4,8.5,76.94,Low,39.15,Low engagement and below-average academic performance
S18609,19,Female,Mansoura,Science,12,49.4,8.96,40.18,Low,33.23,Low engagement and below-average academic performance
S18614,20,Male,Giza,Science,12,50.86,8.95,78.37,Low,33.89,Low engagement and below-average academic performance
S18619,20,Male,Alexandria,Math,18,63.09,4.21,74.94,Low,44.89,Low engagement and below-average academic performance
S18621,21,Male,Alexandria,Computer Science,14,59.71,13.92,77.81,Low,39.7,Low engagement and below-average academic performance
S18622,21,Female,Aswan,Computer Science,17,57.02,9.21,76.07,Low,41.24,Low engagement and below-average academic performance
S18627,21,Male,Cairo,Math,16,40.75,9.72,65.38,Low,33.0,Low engagement and below-average academic performance
S18628,16,Male,Cairo,Arabic,14,66.04,9.79,70.02,Low,42.55,Low engagement and below-average academic performance
S18630,22,Female,Alexandria,Arabic,14,40.25,6.45,68.8,Low,30.95,Low engagement and below-average academic performance
S18632,15,Male,Assiut,Math,19,40.21,5.52,61.19,Low,35.51,Low engagement and below-average academic performance
S18635,17,Male,Aswan,Arabic,15,46.76,13.05,62.84,Low,34.79,Low engagement and below-average academic performance
S18640,16,Female,Aswan,Science,12,44.88,3.48,51.93,Low,31.2,Low engagement and below-average academic performance
S18644,22,Female,Alexandria,Science,14,57.56,1.52,72.41,Low,38.74,Low engagement and below-average academic performance
S18646,16,Female,Alexandria,Computer Science,14,69.03,9.97,77.81,Low,43.9,Low engagement and below-average academic performance
S18649,18,Male,Mansoura,Computer Science,13,72.31,11.94,67.77,Low,44.46,Low engagement and below-average academic performance
S18650,22,Female,Cairo,Arabic,16,52.05,10.36,63.06,Low,38.09,Low engagement and below-average academic performance
S18654,21,Male,Giza,Arabic,12,62.42,5.05,65.06,Low,39.09,Low engagement and below-average academic performance
S18657,15,Male,Aswan,Math,20,47.42,12.51,53.01,Low,39.67,Low engagement and below-average academic performance
S18667,16,Female,Giza,Science,12,57.74,6.26,77.53,Low,36.98,Low engagement and below-average academic performance
S18672,21,Male,Assiut,Computer Science,22,31.31,12.02,76.17,Low,34.26,Low engagement and below-average academic performance
S18685,16,Male,Alexandria,Math,17,35.45,8.06,76.99,Low,31.54,Low engagement and below-average academic performance
S18687,19,Female,Assiut,Science,13,27.02,3.24,52.58,Low,24.08,Low engagement and below-average academic performance
S18689,17,Male,Assiut,Arabic,13,64.48,12.39,58.44,Low,40.93,Low engagement and below-average academic performance
S18691,18,Female,Giza,Arabic,12,68.57,9.01,64.96,Low,41.86,Low engagement and below-average academic performance
S18696,17,Male,Mansoura,Math,16,65.19,9.85,72.4,Low,44.0,Low engagement and below-average academic performance
S18700,16,Female,Cairo,English,16,61.87,5.46,72.63,Low,42.51,Low engagement and below-average academic performance
S18705,22,Male,Mansoura,Arabic,17,47.86,2.26,71.29,Low,37.12,Low engagement and below-average academic performance
S18706,20,Female,Alexandria,Computer Science,21,53.23,3.71,67.5,Low,43.2,Low engagement and below-average academic performance
S18713,19,Male,Cairo,Science,15,46.2,4.53,67.43,Low,34.54,Low engagement and below-average academic performance
S18715,20,Female,Mansoura,Math,18,42.95,1.01,62.23,Low,35.83,Low engagement and below-average academic performance
S18722,20,Female,Alexandria,Arabic,17,33.86,10.09,76.85,Low,30.82,Low engagement and below-average academic performance
S18728,22,Male,Aswan,Math,10,60.88,11.69,78.49,Low,36.56,Low engagement and below-average academic performance
S18736,15,Male,Cairo,Arabic,17,48.37,10.34,78.76,Low,37.35,Low engagement and below-average academic performance
S18742,20,Male,Assiut,English,17,60.73,8.32,61.22,Low,42.91,Low engagement and below-average academic performance
S18743,18,Male,Assiut,English,16,29.39,6.93,54.3,Low,27.89,Low engagement and below-average academic performance
S18744,18,Female,Giza,Math,14,62.97,4.11,76.65,Low,41.17,Low engagement and below-average academic performance
S18745,22,Female,Cairo,Math,11,73.54,7.34,73.82,Low,43.18,Low engagement and below-average academic performance
S18748,20,Male,Cairo,Math,15,54.45,7.45,64.17,Low,38.25,Low engagement and below-average academic performance
S18756,19,Female,Assiut,Science,12,70.77,8.46,75.92,Low,42.85,Low engagement and below-average academic performance
S18757,20,Female,Giza,Science,15,43.0,7.19,75.89,Low,33.1,Low engagement and below-average academic performance
S18762,19,Female,Mansoura,Science,15,41.05,7.43,68.84,Low,32.22,Low engagement and below-average academic performance
S18772,22,Male,Giza,Science,19,55.76,14.95,80.64,Low,42.51,Low engagement and below-average academic performance
S18778,19,Female,Alexandria,Math,8,34.3,2.31,64.08,Low,22.77,Low engagement and below-average academic performance
S18782,19,Male,Cairo,Arabic,17,57.58,12.49,77.14,Low,41.49,Low engagement and below-average academic performance
S18793,16,Female,Alexandria,English,22,40.08,7.32,79.09,Low,38.2,Low engagement and below-average academic performance
S18796,21,Male,Giza,Computer Science,18,54.96,12.25,79.73,Low,41.23,Low engagement and below-average academic performance
S18797,18,Female,Assiut,Arabic,17,40.45,7.73,60.7,Low,33.79,Low engagement and below-average academic performance
S18798,22,Male,Mansoura,Computer Science,19,39.3,3.48,77.16,Low,35.1,Low engagement and below-average academic performance
S18807,20,Male,Assiut,Science,13,72.15,1.88,60.92,Low,44.38,Low engagement and below-average academic performance
S18809,21,Male,Alexandria,Computer Science,15,46.16,12.69,66.13,Low,34.52,Low engagement and below-average academic performance
S18819,19,Male,Mansoura,Math,17,58.66,4.14,44.19,Low,41.98,Low engagement and below-average academic performance
S18821,16,Male,Alexandria,Math,16,53.97,6.49,61.31,Low,38.95,Low engagement and below-average academic performance
S18822,15,Female,Mansoura,Computer Science,13,50.41,2.23,63.26,Low,34.6,Low engagement and below-average academic performance
S18825,19,Female,Giza,Arabic,15,41.73,13.72,68.17,Low,32.53,Low engagement and below-average academic performance
S18832,19,Male,Alexandria,Math,12,68.11500000000001,5.84,75.95,Low,41.65,Low engagement and below-average academic performance
S18838,17,Male,Aswan,English,13,51.01,2.78,63.46,Low,34.87,Low engagement and below-average academic performance
S18839,22,Female,Cairo,English,14,49.94,10.33,71.44,Low,35.31,Low engagement and below-average academic performance
S18842,16,Female,Cairo,Computer Science,14,68.25,11.02,71.03,Low,43.55,Low engagement and below-average academic performance
S18843,15,Female,Aswan,English,13,56.8,10.83,68.5,Low,37.48,Low engagement and below-average academic performance
S18845,19,Female,Mansoura,Math,8,58.99,3.98,66.2,Low,33.88,Low engagement and below-average academic performance
S18846,18,Male,Aswan,Computer Science,17,27.89,8.71,79.0,Low,28.13,Low engagement and below-average academic performance
S18863,20,Male,Alexandria,Science,26,44.73,5.78,72.51,Low,43.96,Low engagement and below-average academic performance
S18864,18,Female,Aswan,Arabic,15,53.08,12.03,80.49,Low,37.64,Low engagement and below-average academic performance
S18865,22,Male,Aswan,Arabic,22,54.42,7.54,78.02,Low,44.66,Low engagement and below-average academic performance
S18869,15,Male,Alexandria,Arabic,21,44.69,7.54,76.85,Low,39.36,Low engagement and below-average academic performance
S18873,21,Male,Alexandria,English,15,57.37,8.89,62.39,Low,39.57,Low engagement and below-average academic performance
S18874,18,Female,Giza,Arabic,17,50.62,6.79,73.03,Low,38.36,Low engagement and below-average academic performance
S18876,20,Male,Giza,Arabic,16,41.47,8.48,72.88,Low,33.33,Low engagement and below-average academic performance
S18885,17,Male,Alexandria,Computer Science,9,22.93,13.88,65.69,Low,18.57,Low engagement and below-average academic performance
S18886,19,Male,Giza,Arabic,18,54.66,7.22,80.68,Low,41.1,Low engagement and below-average academic performance
S18887,20,Female,Assiut,English,13,57.04,5.82,56.04,Low,37.58,Low engagement and below-average academic performance
S18890,16,Male,Aswan,English,12,46.17,2.79,51.74,Low,31.78,Low engagement and below-average academic performance
S18897,15,Female,Mansoura,Math,15,45.91,6.31,67.89,Low,34.41,Low engagement and below-average academic performance
S18901,16,Female,Assiut,Science,17,61.49,9.68,69.19,Low,43.25,Low engagement and below-average academic performance
S18902,22,Male,Cairo,Science,21,48.16,8.41,63.6,Low,40.92,Low engagement and below-average academic performance
S18906,20,Male,Aswan,Computer Science,19,56.63,14.03,72.7,Low,42.9,Low engagement and below-average academic performance
S18909,20,Female,Cairo,Computer Science,22,41.56,6.18,77.82,Low,38.87,Low engagement and below-average academic performance
S18912,17,Female,Giza,Math,16,45.38,10.57,78.63,Low,35.09,Low engagement and below-average academic performance
S18913,19,Male,Cairo,English,11,50.04,8.68,69.64,Low,32.6,Low engagement and below-average academic performance
S18915,20,Female,Cairo,Science,17,36.27,10.0,75.93,Low,31.9,Low engagement and below-average academic performance
